geoid,weighted_wfp,e_pop,state
37193,30.42028811,68460,NORTH CAROLINA
29165,0,98824,MISSOURI
29021,0,89076,MISSOURI
1083,0,93052,ALABAMA
18065,0,48483,INDIANA
31143,0,5255,NEBRASKA
39123,0,40709,OHIO
27107,13.44341297,6559,MINNESOTA
19165,0,11694,IOWA
24013,0,167522,MARYLAND
19011,0,25626,IOWA
21159,75.3539088,11919,KENTUCKY
27025,22.1064512,54727,MINNESOTA
21189,70.22832387,4463,KENTUCKY
42015,0,61304,PENNSYLVANIA
54029,0,29680,WEST VIRGINIA
29051,0.377558565,76740,MISSOURI
26021,0,154807,MICHIGAN
42061,0,45421,PENNSYLVANIA
31045,16.0799622,8896,NEBRASKA
51141,0,17859,VIRGINIA
26119,2.109760043,9261,MICHIGAN
26135,32.19516873,8277,MICHIGAN
35007,43.94375503,12353,NEW MEXICO
17163,0,263463,ILLINOIS
17189,0,14155,ILLINOIS
42009,0,48611,PENNSYLVANIA
5127,15.49695832,10442,ARKANSAS
20099,0.006855171,20367,KANSAS
42073,0,87382,PENNSYLVANIA
39067,0,15307,OHIO
37003,75.92335076,37119,NORTH CAROLINA
34009,0,93705,NEW JERSEY
33005,0,76263,NEW HAMPSHIRE
27089,40.47008888,9392,MINNESOTA
51101,2.203764102,16497,VIRGINIA
8055,46.62723792,6583,COLORADO
48255,0,15387,TEXAS
47023,0,17150,TENNESSEE
17171,0,5047,ILLINOIS
49027,0,12733,UTAH
49029,76.56169182,11391,UTAH
48257,0.260187838,118910,TEXAS
4011,37.85732424,9504,ARIZONA
4013,20.3656141,4253913,ARIZONA
26129,12.28575538,20928,MICHIGAN
47087,0,11615,TENNESSEE
17159,0,15881,ILLINOIS
1009,4.114112528,57645,ALABAMA
30051,0,2280,MONTANA
48131,0,11355,TEXAS
29173,0,10217,MISSOURI
48251,29.23328315,163475,TEXAS
13061,0,3001,GEORGIA
41023,55.0980619,7183,OREGON
41011,6.952560619,63308,OREGON
48159,37.39030788,10679,TEXAS
36113,0,64480,NEW YORK
51113,20.02870592,13139,VIRGINIA
40005,65.44055293,13874,OKLAHOMA
17129,0,12367,ILLINOIS
13015,85.0016875,103620,GEORGIA
12069,13.93737033,335362,FLORIDA
40111,44.62579763,38889,OKLAHOMA
38083,2.762253608,1405,NORTH DAKOTA
18049,0,20212,INDIANA
20091,0,585502,KANSAS
24009,0,91082,MARYLAND
55129,0,15689,WISCONSIN
53031,0,30856,WASHINGTON
27169,0,50847,MINNESOTA
28149,0,47075,MISSISSIPPI
29003,0,17403,MISSOURI
29139,0,11545,MISSOURI
20021,0.042712505,20331,KANSAS
37083,0,51737,NORTH CAROLINA
35043,31.99605807,140769,NEW MEXICO
21051,67.62548347,20621,KENTUCKY
42035,0,39074,PENNSYLVANIA
41043,46.31285097,122870,OREGON
55065,0,16735,WISCONSIN
40147,33.56473732,52001,OKLAHOMA
54077,0,33837,WEST VIRGINIA
55135,0.148939504,51444,WISCONSIN
48137,50.58352289,2055,TEXAS
41037,3.239207469,7843,OREGON
29153,5.972028535,9236,MISSOURI
48473,2.066402675,49987,TEXAS
1099,13.39759475,21512,ALABAMA
50009,0,6208,VERMONT
51111,0,12278,VIRGINIA
38097,0.129309449,8019,NORTH DAKOTA
13139,72.72716154,195961,GEORGIA
13283,0,6777,GEORGIA
13037,0,6428,GEORGIA
55125,0,21593,WISCONSIN
27007,53.79218687,46117,MINNESOTA
24019,0,32261,MARYLAND
42037,0,66220,PENNSYLVANIA
39023,0,135198,OHIO
48323,0,57970,TEXAS
4019,5.367226038,1019722,ARIZONA
35006,7.700490052,26978,NEW MEXICO
34005,40.80905178,446367,NEW JERSEY
50021,0.09289718,59273,VERMONT
13099,0,10348,GEORGIA
25007,0,17313,MASSACHUSETTS
38049,0.758576359,5927,NORTH DAKOTA
31179,2.034095888,9367,NEBRASKA
38045,0.487162222,4100,NORTH DAKOTA
16023,0.172776186,2602,IDAHO
33007,0,32038,NEW HAMPSHIRE
38043,5.602359168,2460,NORTH DAKOTA
48273,0.736534022,31425,TEXAS
18127,0,168041,INDIANA
28101,0.317163548,21524,MISSISSIPPI
37163,0.080869122,63561,NORTH CAROLINA
47127,0,6322,TENNESSEE
12103,1.331106043,957875,FLORIDA
17065,0,8221,ILLINOIS
5105,0,10322,ARKANSAS
20023,0,2677,KANSAS
8029,57.14909819,30346,COLORADO
19185,0,6413,IOWA
48165,36.83994537,20321,TEXAS
1093,0.205324864,29965,ALABAMA
37189,15.60308034,54117,NORTH CAROLINA
51770,0.068165043,99621,VIRGINIA
48317,31.71155644,5614,TEXAS
48037,53.42275014,93858,TEXAS
49057,61.33946958,247731,UTAH
29127,0,28672,MISSOURI
36045,0,114448,NEW YORK
19097,0,19395,IOWA
38063,12.762817,2920,NORTH DAKOTA
36019,0,80794,NEW YORK
8045,67.80556381,58538,COLORADO
29177,0,22825,MISSOURI
39073,0,28495,OHIO
1085,0.405022526,10236,ALABAMA
13043,0,10827,GEORGIA
19113,0,222121,IOWA
6105,95.5081899,12862,CALIFORNIA
13215,0.573065659,196670,GEORGIA
28135,0,14361,MISSISSIPPI
20005,0,16363,KANSAS
48003,21.53973081,17818,TEXAS
39109,0,104800,OHIO
48375,40.88508661,120899,TEXAS
40133,52.11255478,25071,OKLAHOMA
45003,93.70349829,166926,SOUTH CAROLINA
6045,90.41919198,87422,CALIFORNIA
51550,5.772983947,237820,VIRGINIA
56037,2.132983393,44117,WYOMING
48169,64.28227491,6288,TEXAS
54031,12.13282877,13842,WEST VIRGINIA
55089,0,88284,WISCONSIN
47163,0.168690494,156734,TENNESSEE
45059,1.713648863,66710,SOUTH CAROLINA
56011,6.109253607,7410,WYOMING
55117,0,115205,WISCONSIN
25013,0,469116,MASSACHUSETTS
48055,5.223885801,41401,TEXAS
20029,4.195413135,9060,KANSAS
6027,8.041552422,18085,CALIFORNIA
1037,20.67731053,10855,ALABAMA
19059,0,17056,IOWA
21095,31.02491223,27134,KENTUCKY
20061,58.59139947,34895,KANSAS
42011,0,416642,PENNSYLVANIA
47019,6.568846172,56391,TENNESSEE
27083,0.037832895,25839,MINNESOTA
51037,0.754857997,12095,VIRGINIA
47179,1.388448825,127055,TENNESSEE
45071,2.904798437,38068,SOUTH CAROLINA
51093,0,36372,VIRGINIA
41069,52.02908419,1426,OREGON
29023,0,42733,MISSOURI
22047,0,32956,LOUISIANA
28125,0,4511,MISSISSIPPI
51061,5.374315923,69115,VIRGINIA
51750,0,17630,VIRGINIA
32005,50.85041525,47828,NEVADA
12037,0,11736,FLORIDA
18055,0,32295,INDIANA
18139,0,16704,INDIANA
55131,0,134535,WISCONSIN
29105,11.73005709,35507,MISSOURI
42085,0,112630,PENNSYLVANIA
5031,0,105701,ARKANSAS
29195,0,23102,MISSOURI
17193,0,14025,ILLINOIS
17039,0,16042,ILLINOIS
32033,3.121040937,9737,NEVADA
27049,0,46217,MINNESOTA
37173,39.01565553,14254,NORTH CAROLINA
12101,73.80473815,510593,FLORIDA
12119,66.63268004,120999,FLORIDA
36059,22.16374528,1356564,NEW YORK
38091,0.339805783,1910,NORTH DAKOTA
18163,0,181313,INDIANA
29071,0,102781,MISSOURI
37011,34.75145085,17501,NORTH CAROLINA
54107,0,85556,WEST VIRGINIA
55007,0,14992,WISCONSIN
47161,0,13301,TENNESSEE
55097,1.782424294,70599,WISCONSIN
45063,85.18170481,286316,SOUTH CAROLINA
24003,0,567696,MARYLAND
55039,0,102315,WISCONSIN
54101,0,8518,WEST VIRGINIA
55061,0,20360,WISCONSIN
48369,2.137145752,9852,TEXAS
40151,34.44541798,9127,OKLAHOMA
21063,29.35843053,7517,KENTUCKY
25003,0.001061198,127328,MASSACHUSETTS
29041,0,7546,MISSOURI
8103,66.20747237,6465,COLORADO
8087,0,28257,COLORADO
41045,41.80102166,30431,OREGON
34023,60.78142416,826698,NEW JERSEY
20167,0.513635561,6977,KANSAS
17155,0,5746,ILLINOIS
46055,11.90711237,2082,SOUTH DAKOTA
47111,0,23487,TENNESSEE
5023,1.576265793,25230,ARKANSAS
1109,0,33403,ALABAMA
16003,85.97422758,4019,IDAHO
25005,0,558905,MASSACHUSETTS
42107,0,143555,PENNSYLVANIA
38103,3.758259706,4055,NORTH DAKOTA
37045,75.45330703,97159,NORTH CAROLINA
5059,1.102676938,33520,ARKANSAS
24021,0,248472,MARYLAND
17169,0,7064,ILLINOIS
6051,36.09483662,14174,CALIFORNIA
6109,80.14244903,53932,CALIFORNIA
35013,0.108061532,215338,NEW MEXICO
13081,51.98025211,22846,GEORGIA
5027,0,23892,ARKANSAS
38039,11.87446703,2266,NORTH DAKOTA
6095,30.00482117,438530,CALIFORNIA
19043,0,17672,IOWA
48449,61.50213272,32730,TEXAS
54027,14.35130211,23363,WEST VIRGINIA
37125,91.58519612,95629,NORTH CAROLINA
20009,3.978394192,26791,KANSAS
38087,5.877779399,704,NORTH DAKOTA
22083,0,20474,LOUISIANA
31071,27.40272995,1975,NEBRASKA
22099,0,53752,LOUISIANA
1119,0,12985,ALABAMA
1133,3.412966889,23875,ALABAMA
12117,0,455086,FLORIDA
28035,89.36071146,75517,MISSISSIPPI
26065,0,289564,MICHIGAN
20177,7.860592919,178284,KANSAS
46061,14.24647487,3397,SOUTH DAKOTA
27061,5.138827311,45203,MINNESOTA
8073,0,5548,COLORADO
36053,0,71359,NEW YORK
36115,9.344774195,61828,NEW YORK
18081,0,151564,INDIANA
48445,5.739757617,12615,TEXAS
35021,15.60463056,459,NEW MEXICO
1121,81.30029357,80565,ALABAMA
55067,0,19164,WISCONSIN
48155,36.54398177,1408,TEXAS
19021,0,20260,IOWA
19129,0,14957,IOWA
48385,56.25709154,3389,TEXAS
39041,0,197008,OHIO
37067,32.88457979,371573,NORTH CAROLINA
32510,68.4293136,54467,NEVADA
19049,0,84002,IOWA
48065,7.19909144,6032,TEXAS
13261,64.28676467,30352,GEORGIA
29223,0,13308,MISSOURI
45007,12.95721992,195995,SOUTH CAROLINA
56007,14.24772547,15477,WYOMING
30093,53.90479675,34814,MONTANA
17177,0,45433,ILLINOIS
26087,0,88202,MICHIGAN
22027,0,16153,LOUISIANA
28161,0,12421,MISSISSIPPI
26079,1.075345507,17463,MICHIGAN
22039,7.756727446,33636,LOUISIANA
47069,1.672160722,25562,TENNESSEE
4003,6.932269642,126279,ARIZONA
35023,0.78421777,4371,NEW MEXICO
38023,0.265162629,2369,NORTH DAKOTA
6071,7.850555886,2135413,CALIFORNIA
8083,50.5369125,25909,COLORADO
28023,3.03191894,15928,MISSISSIPPI
19125,0,33207,IOWA
31055,0,554992,NEBRASKA
51600,0,23865,VIRGINIA
40057,17.38890802,2721,OKLAHOMA
29039,3.956506771,13938,MISSOURI
13059,7.263699446,124602,GEORGIA
16085,77.54861253,10401,IDAHO
48275,35.02575338,3733,TEXAS
5103,0,24106,ARKANSAS
39037,0,51734,OHIO
40071,24.66327922,44880,OKLAHOMA
46041,17.75393596,5779,SOUTH DAKOTA
41057,0,26076,OREGON
13077,86.26269978,140516,GEORGIA
28127,14.94275425,27073,MISSISSIPPI
28131,60.40882371,18375,MISSISSIPPI
6013,49.62045421,1133247,CALIFORNIA
47017,0,28018,TENNESSEE
51087,0,325642,VIRGINIA
18119,0,20878,INDIANA
36119,71.91291771,968815,NEW YORK
29017,0,12281,MISSOURI
54047,23.27727552,19217,WEST VIRGINIA
54033,0,68209,WEST VIRGINIA
37077,0,58874,NORTH CAROLINA
9009,0.255643526,859339,CONNECTICUT
31139,16.92757231,7157,NEBRASKA
13023,0,12775,GEORGIA
13033,42.18117986,22550,GEORGIA
17181,0,17127,ILLINOIS
17091,0,111061,ILLINOIS
38051,1.90477505,2654,NORTH DAKOTA
31141,3.886574001,33063,NEBRASKA
37185,0.320386808,20033,NORTH CAROLINA
13197,59.81547003,8484,GEORGIA
46027,1.062311985,13925,SOUTH DAKOTA
10005,0,219540,DELAWARE
13159,81.89463771,13784,GEORGIA
29175,0,24945,MISSOURI
20015,51.26402397,66468,KANSAS
48209,51.84390112,204150,TEXAS
48325,16.59347522,49334,TEXAS
26105,0,28884,MICHIGAN
45013,42.81507665,182658,SOUTH CAROLINA
46135,5.455004534,22717,SOUTH DAKOTA
55105,0,161769,WISCONSIN
45077,3.227631219,122746,SOUTH CAROLINA
53013,45.89835501,4001,WASHINGTON
18023,0,32301,INDIANA
17027,0,37628,ILLINOIS
16067,7.32760127,20615,IDAHO
42113,0,6177,PENNSYLVANIA
28121,0.305077907,151240,MISSISSIPPI
48345,48.59484638,1156,TEXAS
41039,39.24058334,368882,OREGON
48485,27.57741045,131818,TEXAS
26155,0,68493,MICHIGAN
20089,0,2916,KANSAS
20123,0,6222,KANSAS
12007,0,26979,FLORIDA
28091,0.735239052,25202,MISSISSIPPI
28039,71.0286453,23710,MISSISSIPPI
17085,0,21834,ILLINOIS
18059,0,73830,INDIANA
51620,0,8211,VIRGINIA
48329,26.34814185,164194,TEXAS
20171,0,4949,KANSAS
30013,23.84263222,81746,MONTANA
51660,2.464009923,53391,VIRGINIA
17199,0,67299,ILLINOIS
30029,65.55534621,98082,MONTANA
20189,0,5686,KANSAS
21067,0,318734,KENTUCKY
21091,0,8719,KENTUCKY
46013,13.02229177,38840,SOUTH DAKOTA
54001,0,16730,WEST VIRGINIA
47181,0,16649,TENNESSEE
31013,1.947235062,11089,NEBRASKA
42097,0,92325,PENNSYLVANIA
48469,9.112830615,91970,TEXAS
51530,32,6399,VIRGINIA
26147,0,159566,MICHIGAN
31173,3.490076325,7140,NEBRASKA
50015,0,25268,VERMONT
51067,1.79107723,56233,VIRGINIA
40011,1.577748971,9634,OKLAHOMA
53037,76.27419697,44825,WASHINGTON
18135,0,25076,INDIANA
49025,28.93789704,7350,UTAH
54093,0.000208782,7027,WEST VIRGINIA
55023,0,16288,WISCONSIN
1071,9.852729744,52094,ALABAMA
19123,0,22208,IOWA
20045,0,119319,KANSAS
21059,0,99937,KENTUCKY
21197,15.03495815,12321,KENTUCKY
29097,0.683171793,119238,MISSOURI
41061,73.45816129,26028,OREGON
13151,77.62247254,221307,GEORGIA
38001,1.718491936,2351,NORTH DAKOTA
37137,0,12742,NORTH CAROLINA
21083,0,37294,KENTUCKY
42021,0,134550,PENNSYLVANIA
47107,0.030900656,52773,TENNESSEE
26093,0,188482,MICHIGAN
8001,1.742051813,497115,COLORADO
42069,0,211454,PENNSYLVANIA
40123,52.78770639,38358,OKLAHOMA
40037,55.50129295,71160,OKLAHOMA
48457,60.40518508,21496,TEXAS
47175,43.78868718,5704,TENNESSEE
40125,42.78989651,72000,OKLAHOMA
9013,0,151269,CONNECTICUT
35053,17.61361626,17000,NEW MEXICO
13003,0,8265,GEORGIA
12031,0,924229,FLORIDA
48145,0.354988927,17299,TEXAS
5149,1.847905988,21573,ARKANSAS
20033,34.83319313,1780,KANSAS
21113,0,52422,KENTUCKY
21171,0,10634,KENTUCKY
40075,19.39729702,9001,OKLAHOMA
46079,1.343748018,12574,SOUTH DAKOTA
37033,0,22746,NORTH CAROLINA
48377,11.46696636,7123,TEXAS
39057,0,165811,OHIO
48489,21.49067174,21754,TEXAS
35028,76.24035942,18356,NEW MEXICO
1003,18.26233794,208107,ALABAMA
19007,0,12510,IOWA
51127,1.306554574,21103,VIRGINIA
13263,63.40736864,6378,GEORGIA
36049,0,26719,NEW YORK
54015,0.008078072,8785,WEST VIRGINIA
18077,0,32237,INDIANA
51019,24.4615365,77908,VIRGINIA
35033,45.70688627,4563,NEW MEXICO
31011,1.261533849,5313,NEBRASKA
29149,0.644684161,10699,MISSOURI
47083,0,8176,TENNESSEE
42131,0,27588,PENNSYLVANIA
37107,1.388226086,57227,NORTH CAROLINA
18167,0,107693,INDIANA
18039,0,203604,INDIANA
51077,8.680500787,15811,VIRGINIA
48303,7.693426456,301454,TEXAS
27093,2.444334133,23079,MINNESOTA
39005,0,53477,OHIO
31119,10.67602618,35164,NEBRASKA
12085,15.60454167,157581,FLORIDA
8079,56.16033269,823,COLORADO
13085,86.47811127,23861,GEORGIA
13167,14.35045838,9730,GEORGIA
5095,0,7249,ARKANSAS
29059,11.41745642,16499,MISSOURI
51143,0.933035435,61676,VIRGINIA
20145,3.694883032,6709,KANSAS
20209,0,164345,KANSAS
12029,0,16437,FLORIDA
26157,0,53250,MICHIGAN
20065,0,2545,KANSAS
22097,0,83449,LOUISIANA
47055,0,29167,TENNESSEE
39095,0,432379,OHIO
5093,0,42831,ARKANSAS
18043,0,76809,INDIANA
20129,0.050491451,2838,KANSAS
21081,0,24915,KENTUCKY
21217,0,25500,KENTUCKY
37075,2.231438079,8557,NORTH CAROLINA
54045,56.63317444,33801,WEST VIRGINIA
54073,0,7507,WEST VIRGINIA
51071,0.758154148,16814,VIRGINIA
54019,10.97493338,44126,WEST VIRGINIA
53061,46.48064987,786620,WASHINGTON
35015,4.378254679,57437,NEW MEXICO
31117,20.51689959,454,NEBRASKA
31145,0,10806,NEBRASKA
31149,28.19944455,1350,NEBRASKA
47085,0,18318,TENNESSEE
17125,0,13778,ILLINOIS
51197,0,28940,VIRGINIA
13303,36.70254307,20461,GEORGIA
53077,68.24290225,249325,WASHINGTON
5143,18.1566312,228529,ARKANSAS
48213,22.24264943,80460,TEXAS
55035,0,102991,WISCONSIN
47153,90.43010375,14730,TENNESSEE
48471,25.15475663,71539,TEXAS
4005,28.85968686,140217,ARIZONA
20191,0.941127269,23208,KANSAS
26127,0,26417,MICHIGAN
27065,27.48723344,16004,MINNESOTA
39007,0,98136,OHIO
6003,83.66679387,1146,CALIFORNIA
48167,35.04705056,327089,TEXAS
1011,0,10352,ALABAMA
17105,0,36324,ILLINOIS
39135,0,41207,OHIO
39079,0.281260047,32524,OHIO
48201,4.146229487,4602523,TEXAS
25017,0,1595192,MASSACHUSETTS
48115,30.87203789,12964,TEXAS
36069,8.939680955,109472,NEW YORK
1001,17.39043873,55200,ALABAMA
20121,0,33127,KANSAS
13091,0,20919,GEORGIA
36023,0,48123,NEW YORK
13039,0,52714,GEORGIA
26161,0,365961,MICHIGAN
18087,0,38942,INDIANA
48371,12.29475224,15797,TEXAS
13225,4.560511588,26966,GEORGIA
13311,83.19432752,28928,GEORGIA
13163,15.84289077,15772,GEORGIA
55083,0,37556,WISCONSIN
48347,22.15440926,65558,TEXAS
44009,0.017493495,126242,RHODE ISLAND
53047,54.3601924,41638,WASHINGTON
53063,24.46653699,497875,WASHINGTON
55041,0,9018,WISCONSIN
55113,0,16370,WISCONSIN
34017,0,668631,NEW JERSEY
39151,0,373475,OHIO
48187,1.647860391,155137,TEXAS
53029,0,81636,WASHINGTON
54037,2.541030265,56179,WEST VIRGINIA
51153,0.000605934,456749,VIRGINIA
42029,0,517156,PENNSYLVANIA
54055,33.23058892,60486,WEST VIRGINIA
47145,6.998331917,52897,TENNESSEE
53009,0,74487,WASHINGTON
53065,55.10119387,44214,WASHINGTON
19177,0,7223,IOWA
31073,0.000928283,2015,NEBRASKA
28095,0,35840,MISSISSIPPI
12033,4.285533448,311522,FLORIDA
48439,10.35438893,2019977,TEXAS
24033,0,906202,MARYLAND
51169,9.153204641,22009,VIRGINIA
48239,5.537118883,14820,TEXAS
40085,53.0538095,9933,OKLAHOMA
13289,18.81742656,8284,GEORGIA
39099,0,231064,OHIO
1087,0.183027987,19054,ALABAMA
17191,0,16487,ILLINOIS
48437,11.79799135,7484,TEXAS
29151,0,13619,MISSOURI
17089,0,530839,ILLINOIS
6017,94.49562597,186661,CALIFORNIA
45055,74.25905578,64361,SOUTH CAROLINA
37073,0,11563,NORTH CAROLINA
8089,3.010697995,18325,COLORADO
41019,47.32104662,108323,OREGON
42089,0,167586,PENNSYLVANIA
5101,0,7848,ARKANSAS
38019,1.206851208,3824,NORTH DAKOTA
40103,9.224801565,11411,OKLAHOMA
20063,0,2619,KANSAS
22077,0,22158,LOUISIANA
31067,0,21595,NEBRASKA
1115,37.05992922,87306,ALABAMA
28123,11.84993567,28415,MISSISSIPPI
13095,36.48809353,91049,GEORGIA
18061,0,39712,INDIANA
16017,72.27016349,42711,IDAHO
13047,84.4667833,66299,GEORGIA
22059,0,14949,LOUISIANA
23027,0,39418,MAINE
24027,0,315327,MARYLAND
49035,53.35287829,1120805,UTAH
9003,0,894730,CONNECTICUT
9015,0,116538,CONNECTICUT
12087,27.30260393,76325,FLORIDA
39157,0,92526,OHIO
36085,0,474101,NEW YORK
39071,0,43007,OHIO
27077,27.5174789,3809,MINNESOTA
16011,26.96072807,45551,IDAHO
45045,3.500187111,498402,SOUTH CAROLINA
46085,7.885100094,3869,SOUTH DAKOTA
55121,0,29438,WISCONSIN
6113,26.79886585,214977,CALIFORNIA
48431,74.42023449,1141,TEXAS
48495,0.474135572,7802,TEXAS
46071,14.48392613,3287,SOUTH DAKOTA
49041,18.48462012,21118,UTAH
51036,0,6995,VIRGINIA
1023,0.282252351,13075,ALABAMA
18083,0,37409,INDIANA
31047,2.803812145,23804,NEBRASKA
20057,2.972160195,34484,KANSAS
38105,1.038060953,34061,NORTH DAKOTA
38017,0.194975143,174202,NORTH DAKOTA
17069,0,4009,ILLINOIS
31005,26.66122085,418,NEBRASKA
48163,0.230901301,19394,TEXAS
19103,0,147001,IOWA
20133,0,16125,KANSAS
21089,13.28034505,35765,KENTUCKY
20107,0,9635,KANSAS
49017,15.16984936,5017,UTAH
32011,0,1830,NEVADA
31085,0,943,NEBRASKA
8095,0,4318,COLORADO
5013,0,5202,ARKANSAS
21101,0,46137,KENTUCKY
28051,13.68215622,18075,MISSISSIPPI
28105,0,49481,MISSISSIPPI
30027,11.80100772,11273,MONTANA
24023,0,29376,MARYLAND
22119,0,39631,LOUISIANA
26059,0,45830,MICHIGAN
21141,0,26849,KENTUCKY
46033,43.12720373,8573,SOUTH DAKOTA
33013,0,149452,NEW HAMPSHIRE
42133,0,444014,PENNSYLVANIA
37161,63.67392471,66532,NORTH CAROLINA
46005,6.776343939,18374,SOUTH DAKOTA
1043,5.011877383,82313,ALABAMA
13097,62.03504955,141840,GEORGIA
31097,0.106918071,5197,NEBRASKA
37187,0,12156,NORTH CAROLINA
46075,8.908328213,735,SOUTH DAKOTA
37007,88.42954262,25306,NORTH CAROLINA
38007,16.33838964,946,NORTH DAKOTA
31003,16.12799685,6372,NEBRASKA
29073,0,14746,MISSOURI
21031,0,12745,KENTUCKY
56005,9.707625784,47708,WYOMING
13211,18.62251179,18235,GEORGIA
5037,0,16998,ARKANSAS
5107,0,19034,ARKANSAS
22093,0,21357,LOUISIANA
6115,74.13872853,75493,CALIFORNIA
1117,23.49057696,211261,ALABAMA
8091,67.41707919,4722,COLORADO
35009,6.04826554,50199,NEW MEXICO
40149,12.02913442,11432,OKLAHOMA
37135,0.002152737,142938,NORTH CAROLINA
18131,0,12660,INDIANA
26019,0,17552,MICHIGAN
36029,25.67920071,919866,NEW YORK
24031,0,1040133,MARYLAND
51685,0,16423,VIRGINIA
51013,0,231803,VIRGINIA
51035,0,29738,VIRGINIA
29183,0,389985,MISSOURI
6069,38.51368123,59416,CALIFORNIA
24035,0,49355,MARYLAND
20013,0.450432404,9664,KANSAS
13031,0,74782,GEORGIA
21071,69.36914878,36926,KENTUCKY
30007,33.86291113,5834,MONTANA
13309,0,7939,GEORGIA
37049,0,103082,NORTH CAROLINA
29087,0,4456,MISSOURI
48295,13.53012469,3469,TEXAS
41009,0,50851,OREGON
45041,82.96755718,138561,SOUTH CAROLINA
38061,9.070809109,10152,NORTH DAKOTA
49053,64.41992697,160537,UTAH
30003,37.47072823,13376,MONTANA
42047,0,30608,PENNSYLVANIA
31165,7.242888585,1266,NEBRASKA
28031,84.77707836,19091,MISSISSIPPI
18013,0,15034,INDIANA
18019,0,115702,INDIANA
21021,0,29913,KENTUCKY
21065,13.19258578,14313,KENTUCKY
48087,34.70834264,2996,TEXAS
48089,0.070850207,21022,TEXAS
17063,0,50509,ILLINOIS
27081,2.561040898,5707,MINNESOTA
13109,0,10727,GEORGIA
48497,65.73643022,64639,TEXAS
13307,57.72738294,2613,GEORGIA
13169,69.68719674,28548,GEORGIA
13135,2.004889649,902298,GEORGIA
55095,1.571781618,43349,WISCONSIN
55045,0,36864,WISCONSIN
36079,78.93977197,99070,NEW YORK
51700,9.485801587,180145,VIRGINIA
8011,0.858173877,5809,COLORADO
40065,7.861191191,25384,OKLAHOMA
30089,67.46443313,11521,MONTANA
48173,21.38601415,1430,TEXAS
5047,16.1299986,17780,ARKANSAS
40093,1.482549909,7718,OKLAHOMA
47125,0,196387,TENNESSEE
53051,53.34787185,13219,WASHINGTON
38055,12.89700285,9608,NORTH DAKOTA
41027,84.67802666,23131,OREGON
19197,0,12804,IOWA
48419,6.189830681,25478,TEXAS
29055,0,24280,MISSOURI
51017,3.099899959,4393,VIRGINIA
27111,20.30486926,57992,MINNESOTA
22075,3.676359994,23373,LOUISIANA
28115,0,31315,MISSISSIPPI
22067,0,25992,LOUISIANA
21029,0,79466,KENTUCKY
1047,0,40029,ALABAMA
48093,42.95278431,13495,TEXAS
30053,78.61736044,19358,MONTANA
27021,21.4434726,29022,MINNESOTA
8007,81.73483803,12908,COLORADO
28163,0.999623535,27974,MISSISSIPPI
55087,0,184754,WISCONSIN
29107,0,32589,MISSOURI
37195,0,81336,NORTH CAROLINA
39117,0,34976,OHIO
30039,50.25487871,3269,MONTANA
38031,8.117509162,3290,NORTH DAKOTA
5033,42.63986068,62472,ARKANSAS
48053,61.64858709,45750,TEXAS
29186,0,17871,MISSOURI
48179,14.60074513,22685,TEXAS
17109,0,30875,ILLINOIS
19137,0,10155,IOWA
5067,0,17225,ARKANSAS
48229,0,4098,TEXAS
22079,25.47525395,131546,LOUISIANA
31111,5.215860433,35433,NEBRASKA
48067,86.73743625,30087,TEXAS
47079,0,32279,TENNESSEE
51840,4.720525006,27789,VIRGINIA
37061,0.037257308,59062,NORTH CAROLINA
37087,48.80372315,60433,NORTH CAROLINA
27037,0.280965522,418201,MINNESOTA
41025,6.637235486,7228,OREGON
55001,28.11914965,20073,WISCONSIN
29045,0,6800,MISSOURI
21015,0,129095,KENTUCKY
21229,0,12019,KENTUCKY
22009,0.787262191,40882,LOUISIANA
28137,0,28493,MISSISSIPPI
29227,0,2040,MISSOURI
31163,1.576370269,3042,NEBRASKA
46021,30.97688527,1435,SOUTH DAKOTA
46063,7.577483151,1311,SOUTH DAKOTA
26057,0,41067,MICHIGAN
19175,0.78126288,12453,IOWA
17127,0,14430,ILLINOIS
31113,14.93936267,886,NEBRASKA
31121,0.986398274,7803,NEBRASKA
31161,23.05880755,5234,NEBRASKA
21039,0,4841,KENTUCKY
56025,17.42171143,80610,WYOMING
13321,39.37971212,20656,GEORGIA
18109,0,69727,INDIANA
48139,1.878636911,168838,TEXAS
13229,0,19164,GEORGIA
18053,0,66944,INDIANA
12035,0,107139,FLORIDA
28077,0,12630,MISSISSIPPI
22127,0.189640192,14494,LOUISIANA
17073,0,49464,ILLINOIS
41041,0,47881,OREGON
23031,0,203102,MAINE
46029,7.21415067,27993,SOUTH DAKOTA
13231,85.05208922,18082,GEORGIA
13259,5.472582379,6042,GEORGIA
34025,51.945475,623387,NEW JERSEY
5021,0,15061,ARKANSAS
5045,0.001532367,122416,ARKANSAS
40041,40.01105376,42112,OKLAHOMA
19107,0,10200,IOWA
17061,0,13218,ILLINOIS
27075,54.27749591,10569,MINNESOTA
13285,26.8211058,69774,GEORGIA
6023,77.95377244,135768,CALIFORNIA
47043,0,51988,TENNESSEE
27003,55.9746872,347431,MINNESOTA
46009,12.65868317,6969,SOUTH DAKOTA
47059,0.293338143,68669,TENNESSEE
51183,0,11486,VIRGINIA
18141,0,269240,INDIANA
38067,4.080678729,7016,NORTH DAKOTA
46007,30.89820491,3437,SOUTH DAKOTA
22115,0.261122278,51007,LOUISIANA
