"OID_","Value","Count","cntys_svi_wfp_metrics_clip_raster","whp2020_cls_conus","GEOID","NAME","weighted_wfhp"
3136,3136,10,2321,5,"46065","Hughes",2.44473342002601
3137,3137,42938,2034,2,"56045","Weston",1.79689029300626
3138,3138,27923,2034,1,"56045","Weston",1.79689029300626
3139,3139,4500,2034,NA,"56045","Weston",1.79689029300626
3140,3140,8187,2034,3,"56045","Weston",1.79689029300626
3141,3141,1659,2034,4,"56045","Weston",1.79689029300626
3142,3142,54,2034,NA,"56045","Weston",1.79689029300626
3143,3143,8,2034,5,"56045","Weston",1.79689029300626
3144,3144,2720,1352,NA,"46085","Lyman",1.31926639410528
3145,3145,29876,1352,1,"46085","Lyman",1.31926639410528
3146,3146,23363,1395,1,"46075","Jones",1.15633107984652
3147,3147,6660,1395,NA,"46075","Jones",1.15633107984652
3148,3148,14630,1352,NA,"46085","Lyman",1.31926639410528
3149,3149,3786,1395,2,"46075","Jones",1.15633107984652
3150,3150,13079,1352,2,"46085","Lyman",1.31926639410528
3151,3151,455,1395,NA,"46075","Jones",1.15633107984652
3152,3152,271,1352,3,"46085","Lyman",1.31926639410528
3153,3153,60,1395,4,"46075","Jones",1.15633107984652
3154,3154,156,1395,3,"46075","Jones",1.15633107984652
3155,3155,67,1352,4,"46085","Lyman",1.31926639410528
3156,3156,27022,1357,1,"46071","Jackson",1.63149341952535
3157,3157,23284,1357,2,"46071","Jackson",1.63149341952535
3158,3158,10035,1357,NA,"46071","Jackson",1.63149341952535
3159,3159,5081,1357,3,"46071","Jackson",1.63149341952535
3160,3160,531,1357,4,"46071","Jackson",1.63149341952535
3161,3161,440,1357,NA,"46071","Jackson",1.63149341952535
3162,3162,25989,1386,3,"46033","Custer",3.05161613166284
3163,3163,15919,1386,4,"46033","Custer",3.05161613166284
3164,3164,9486,1386,2,"46033","Custer",3.05161613166284
3165,3165,369,1386,5,"46033","Custer",3.05161613166284
3166,3166,1304,1386,NA,"46033","Custer",3.05161613166284
3167,3167,128,1386,NA,"46033","Custer",3.05161613166284
3168,3168,2193,1386,1,"46033","Custer",3.05161613166284
3169,3169,127673,1520,1,"56025","Natrona",1.35400719659797
3170,3170,48174,1520,2,"56025","Natrona",1.35400719659797
3171,3171,6103,1520,3,"56025","Natrona",1.35400719659797
3172,3172,81,1357,5,"46071","Jackson",1.63149341952535
3173,3173,1328,1520,4,"56025","Natrona",1.35400719659797
3174,3174,364,2182,NA,"46095","Mellette",1.58074748968445
3175,3175,20476,2182,1,"46095","Mellette",1.58074748968445
3176,3176,18643,2182,2,"46095","Mellette",1.58074748968445
3177,3177,6806,1520,NA,"56025","Natrona",1.35400719659797
3178,3178,4290,2182,NA,"46095","Mellette",1.58074748968445
3179,3179,2719,2182,3,"46095","Mellette",1.58074748968445
3180,3180,88,2182,4,"46095","Mellette",1.58074748968445
3181,3181,70477,744,2,"56009","Converse",1.86368336189381
3182,3182,46661,744,1,"56009","Converse",1.86368336189381
3183,3183,15421,744,3,"56009","Converse",1.86368336189381
3184,3184,13053,744,NA,"56009","Converse",1.86368336189381
3185,3185,36611,2774,3,"46102","Oglala Lakota",2.84676965614802
3186,3186,14349,2774,2,"46102","Oglala Lakota",2.84676965614802
3187,3187,11999,2774,NA,"46102","Oglala Lakota",2.84676965614802
3188,3188,7505,2774,4,"46102","Oglala Lakota",2.84676965614802
3189,3189,2543,2774,1,"46102","Oglala Lakota",2.84676965614802
3190,3190,280,2774,NA,"46102","Oglala Lakota",2.84676965614802
3191,3191,1199,2774,5,"46102","Oglala Lakota",2.84676965614802
3192,3192,4845,744,4,"56009","Converse",1.86368336189381
3193,3193,762,1520,NA,"56025","Natrona",1.35400719659797
3194,3194,38716,2926,1,"46123","Tripp",1.15832728464726
3195,3195,14502,2926,NA,"46123","Tripp",1.15832728464726
3196,3196,263,2926,NA,"46123","Tripp",1.15832728464726
3197,3197,2225,2926,2,"46123","Tripp",1.15832728464726
3198,3198,48981,2527,2,"56027","Niobrara",1.65701848606479
3199,3199,34980,2527,1,"56027","Niobrara",1.65701848606479
3200,3200,4323,2527,3,"56027","Niobrara",1.65701848606479
3201,3201,882,2926,3,"46123","Tripp",1.15832728464726
3202,3202,4880,2527,NA,"56027","Niobrara",1.65701848606479
3203,3203,771,2926,4,"46123","Tripp",1.15832728464726
3204,3204,161,2527,4,"56027","Niobrara",1.65701848606479
3205,3205,43,2527,NA,"56027","Niobrara",1.65701848606479
3206,3206,142,1520,5,"56025","Natrona",1.35400719659797
3207,3207,36021,2283,2,"46047","Fall River",2.33656493517329
3208,3208,17378,2283,3,"46047","Fall River",2.33656493517329
3209,3209,3497,2283,1,"46047","Fall River",2.33656493517329
3210,3210,2810,2283,4,"46047","Fall River",2.33656493517329
3211,3211,1833,2283,NA,"46047","Fall River",2.33656493517329
3212,3212,223,2283,5,"46047","Fall River",2.33656493517329
3213,3213,382,2283,NA,"46047","Fall River",2.33656493517329
3214,3214,167,744,NA,"56009","Converse",1.86368336189381
3215,3215,6034,1551,3,"46007","Bennett",2.1780495507134
3216,3216,2263,1551,4,"46007","Bennett",2.1780495507134
3217,3217,889,1551,5,"46007","Bennett",2.1780495507134
3218,3218,18622,1551,2,"46007","Bennett",2.1780495507134
3219,3219,7025,1551,1,"46007","Bennett",2.1780495507134
3220,3220,6949,1551,NA,"46007","Bennett",2.1780495507134
3221,3221,1,2182,5,"46095","Mellette",1.58074748968445
3222,3222,509,1551,NA,"46007","Bennett",2.1780495507134
3223,3223,20646,1786,2,"46121","Todd",2.36532567876721
3224,3224,6067,1786,1,"46121","Todd",2.36532567876721
3225,3225,2905,1786,NA,"46121","Todd",2.36532567876721
3226,3226,16585,1786,3,"46121","Todd",2.36532567876721
3227,3227,179,1786,NA,"46121","Todd",2.36532567876721
3228,3228,2699,1786,4,"46121","Todd",2.36532567876721
3229,3229,337,1786,5,"46121","Todd",2.36532567876721
3230,3230,115,2926,5,"46123","Tripp",1.15832728464726
3231,3231,20294,1436,2,"31165","Sioux",1.35454195918716
3232,3232,1768,1436,3,"31165","Sioux",1.35454195918716
3233,3233,47825,1436,1,"31165","Sioux",1.35454195918716
3234,3234,277,1436,4,"31165","Sioux",1.35454195918716
3235,3235,89,1436,NA,"31165","Sioux",1.35454195918716
3236,3236,59,1436,5,"31165","Sioux",1.35454195918716
3237,3237,3139,1436,NA,"31165","Sioux",1.35454195918716
3238,3238,17490,797,2,"31045","Dawes",1.74444038540573
3239,3239,899,744,5,"56009","Converse",1.86368336189381
3240,3240,1039,797,4,"31045","Dawes",1.74444038540573
3241,3241,5759,797,3,"31045","Dawes",1.74444038540573
3242,3242,120,797,5,"31045","Dawes",1.74444038540573
3243,3243,19390,797,1,"31045","Dawes",1.74444038540573
3244,3244,5755,797,NA,"31045","Dawes",1.74444038540573
3245,3245,216,797,NA,"31045","Dawes",1.74444038540573
3246,3246,11358,1518,3,"31161","Sheridan",1.84721971125287
3247,3247,6742,1518,4,"31161","Sheridan",1.84721971125287
3248,3248,1556,1518,NA,"31161","Sheridan",1.84721971125287
3249,3249,1632,1518,5,"31161","Sheridan",1.84721971125287
3250,3250,8751,1518,NA,"31161","Sheridan",1.84721971125287
3251,3251,16137,1518,2,"31161","Sheridan",1.84721971125287
3252,3252,8591,3094,4,"31031","Cherry",1.62884396629842
3253,3253,51264,3094,2,"31031","Cherry",1.62884396629842
3254,3254,10312,3094,3,"31031","Cherry",1.62884396629842
3255,3255,8201,3094,5,"31031","Cherry",1.62884396629842
3256,3256,129100,3094,1,"31031","Cherry",1.62884396629842
3257,3257,3227,3094,NA,"31031","Cherry",1.62884396629842
3258,3258,2809,3094,NA,"31031","Cherry",1.62884396629842
3259,3259,41569,1518,1,"31161","Sheridan",1.84721971125287
3260,3260,22902,257,1,"31103","Keya Paha",1.14096986629415
3261,3261,1217,257,2,"31103","Keya Paha",1.14096986629415
3262,3262,2178,257,NA,"31103","Keya Paha",1.14096986629415
3263,3263,443,257,4,"31103","Keya Paha",1.14096986629415
3264,3264,493,257,3,"31103","Keya Paha",1.14096986629415
3265,3265,257,257,NA,"31103","Keya Paha",1.14096986629415
3266,3266,5313,1858,NA,"56031","Platte",1.67007157553102
3267,3267,30237,1858,1,"56031","Platte",1.67007157553102
3268,3268,32279,1858,2,"56031","Platte",1.67007157553102
3269,3269,5614,1858,3,"56031","Platte",1.67007157553102
3270,3270,657,1858,NA,"56031","Platte",1.67007157553102
3271,3271,33907,177,1,"31017","Brown",1.25427623181006
3272,3272,792,177,NA,"31017","Brown",1.25427623181006
3273,3273,9573,2964,2,"56015","Goshen",1.16057757956972
3274,3274,58560,2964,1,"56015","Goshen",1.16057757956972
3275,3275,10305,2964,NA,"56015","Goshen",1.16057757956972
3276,3276,638,2964,3,"56015","Goshen",1.16057757956972
3277,3277,2664,177,2,"31017","Brown",1.25427623181006
3278,3278,67,2964,4,"56015","Goshen",1.16057757956972
3279,3279,812,1858,4,"56031","Platte",1.67007157553102
3280,3280,1428,177,4,"31017","Brown",1.25427623181006
3281,3281,836,177,3,"31017","Brown",1.25427623181006
3282,3282,1,2964,5,"56015","Goshen",1.16057757956972
3283,3283,3569,177,NA,"31017","Brown",1.25427623181006
3284,3284,98347,2236,1,"56001","Albany",1.49519304034401
3285,3285,3593,2236,4,"56001","Albany",1.49519304034401
3286,3286,37713,2236,2,"56001","Albany",1.49519304034401
3287,3287,9425,2236,3,"56001","Albany",1.49519304034401
3288,3288,1849,2236,5,"56001","Albany",1.49519304034401
3289,3289,1273,2236,NA,"56001","Albany",1.49519304034401
3290,3290,472,1250,NA,"31149","Rock",1.47421221073363
3291,3291,24637,1250,1,"31149","Rock",1.47421221073363
3292,3292,3320,1250,2,"31149","Rock",1.47421221073363
3293,3293,2983,1250,NA,"31149","Rock",1.47421221073363
3294,3294,76,1858,5,"56031","Platte",1.67007157553102
3295,3295,877,2236,NA,"56001","Albany",1.49519304034401
3296,3296,1876,1250,3,"31149","Rock",1.47421221073363
3297,3297,2314,1250,4,"31149","Rock",1.47421221073363
3298,3298,23823,1149,1,"31013","Box Butte",1.04124472141364
3299,3299,13868,1149,NA,"31013","Box Butte",1.04124472141364
3300,3300,317,1149,2,"31013","Box Butte",1.04124472141364
3301,3301,92,1149,3,"31013","Box Butte",1.04124472141364
3302,3302,131,1149,4,"31013","Box Butte",1.04124472141364
3303,3303,157,2964,NA,"56015","Goshen",1.16057757956972
3304,3304,335,177,5,"31017","Brown",1.25427623181006
3305,3305,38,1149,NA,"31013","Box Butte",1.04124472141364
3306,3306,11475,432,NA,"31157","Scotts Bluff",1.10089182381374
3307,3307,13704,432,1,"31157","Scotts Bluff",1.10089182381374
3308,3308,657,432,2,"31157","Scotts Bluff",1.10089182381374
3309,3309,349,1250,5,"31149","Rock",1.47421221073363
3310,3310,323,432,NA,"31157","Scotts Bluff",1.10089182381374
3311,3311,16109,1711,1,"31075","Grant",1.72300641613199
3312,3312,6977,1711,2,"31075","Grant",1.72300641613199
3313,3313,146,1711,NA,"31075","Grant",1.72300641613199
3314,3314,1019,1711,3,"31075","Grant",1.72300641613199
3315,3315,1975,1711,4,"31075","Grant",1.72300641613199
3316,3316,1195,1711,5,"31075","Grant",1.72300641613199
3317,3317,403,1711,NA,"31075","Grant",1.72300641613199
3318,3318,37463,2826,1,"31123","Morrill",1.18651221910449
3319,3319,8769,2826,NA,"31123","Morrill",1.18651221910449
3320,3320,24216,2533,1,"31091","Hooker",1.08453640690767
3321,3321,46,2533,NA,"31091","Hooker",1.08453640690767
3322,3322,2453,2826,2,"31123","Morrill",1.18651221910449
3323,3323,686,2533,2,"31091","Hooker",1.08453640690767
3324,3324,425,2533,4,"31091","Hooker",1.08453640690767
3325,3325,28,1149,5,"31013","Box Butte",1.04124472141364
3326,3326,646,2826,4,"31123","Morrill",1.18651221910449
3327,3327,170,2533,NA,"31091","Hooker",1.08453640690767
3328,3328,577,2826,3,"31123","Morrill",1.18651221910449
3329,3329,558,2826,5,"31123","Morrill",1.18651221910449
3330,3330,338,2826,NA,"31123","Morrill",1.18651221910449
3331,3331,94,2533,3,"31091","Hooker",1.08453640690767
3332,3332,23613,135,1,"31171","Thomas",1.09233964374151
3333,3333,39984,2420,1,"31069","Garden",1.51296677662153
3334,3334,1658,2420,4,"31069","Garden",1.51296677662153
3335,3335,8189,2420,2,"31069","Garden",1.51296677662153
3336,3336,2452,2420,5,"31069","Garden",1.51296677662153
3337,3337,2588,2420,3,"31069","Garden",1.51296677662153
3338,3338,891,135,2,"31171","Thomas",1.09233964374151
3339,3339,1209,2420,NA,"31069","Garden",1.51296677662153
3340,3340,353,135,4,"31171","Thomas",1.09233964374151
3341,3341,181,135,3,"31171","Thomas",1.09233964374151
3342,3342,216,135,NA,"31171","Thomas",1.09233964374151
3343,3343,5414,2420,NA,"31069","Garden",1.51296677662153
3344,3344,90,135,NA,"31171","Thomas",1.09233964374151
3345,3345,23510,1856,1,"31009","Blaine",1.0762911752745
3346,3346,320,1856,4,"31009","Blaine",1.0762911752745
3347,3347,604,1856,2,"31009","Blaine",1.0762911752745
3348,3348,242,1856,NA,"31009","Blaine",1.0762911752745
3349,3349,156,1856,3,"31009","Blaine",1.0762911752745
3350,3350,547,1856,NA,"31009","Blaine",1.0762911752745
3351,3351,18058,2891,1,"31115","Loup",1.06724696141394
3352,3352,389,2891,NA,"31115","Loup",1.06724696141394
3353,3353,423,2891,2,"31115","Loup",1.06724696141394
3354,3354,236,2891,3,"31115","Loup",1.06724696141394
3355,3355,124,2891,4,"31115","Loup",1.06724696141394
3356,3356,1059,2891,NA,"31115","Loup",1.06724696141394
3357,3357,159,432,3,"31157","Scotts Bluff",1.10089182381374
3358,3358,169,432,4,"31157","Scotts Bluff",1.10089182381374
3359,3359,10669,1736,2,"56021","Laramie",1.15991527350622
3360,3360,71721,1736,1,"56021","Laramie",1.15991527350622
3361,3361,825,1736,3,"56021","Laramie",1.15991527350622
3362,3362,11868,1736,NA,"56021","Laramie",1.15991527350622
3363,3363,2720,1057,5,"56007","Carbon",1.22479057619992
3364,3364,348,1736,4,"56021","Laramie",1.15991527350622
3365,3365,59,1736,NA,"56021","Laramie",1.15991527350622
3366,3366,21654,273,1,"31007","Banner",1.07852507891968
3367,3367,699,273,2,"31007","Banner",1.07852507891968
3368,3368,3702,273,NA,"31007","Banner",1.07852507891968
3369,3369,182,273,4,"31007","Banner",1.07852507891968
3370,3370,273,273,3,"31007","Banner",1.07852507891968
3371,3371,18466,1367,1,"31005","Arthur",1.43548906048906
3372,3372,4250,1367,2,"31005","Arthur",1.43548906048906
3373,3373,502,1367,3,"31005","Arthur",1.43548906048906
3374,3374,1010,1367,4,"31005","Arthur",1.43548906048906
3375,3375,636,1367,5,"31005","Arthur",1.43548906048906
3376,3376,519,1367,NA,"31005","Arthur",1.43548906048906
3377,3377,28079,1248,1,"31117","McPherson",1.10988420875986
3378,3378,132,1367,NA,"31005","Arthur",1.43548906048906
3379,3379,854,1248,2,"31117","McPherson",1.10988420875986
3380,3380,630,1248,4,"31117","McPherson",1.10988420875986
3381,3381,119,1248,NA,"31117","McPherson",1.10988420875986
3382,3382,199,1248,3,"31117","McPherson",1.10988420875986
3383,3383,33,1248,5,"31117","McPherson",1.10988420875986
3384,3384,651,1248,NA,"31117","McPherson",1.10988420875986
3385,3385,90,1516,3,"31113","Logan",1.08849606561011
3386,3386,16999,1516,1,"31113","Logan",1.08849606561011
3387,3387,230,1516,4,"31113","Logan",1.08849606561011
3388,3388,2202,1516,NA,"31113","Logan",1.08849606561011
3389,3389,727,1516,2,"31113","Logan",1.08849606561011
3390,3390,2,273,NA,"31007","Banner",1.07852507891968
3391,3391,62297,696,1,"31041","Custer",1.15274536118567
3392,3392,1512,696,4,"31041","Custer",1.15274536118567
3393,3393,3551,696,2,"31041","Custer",1.15274536118567
3394,3394,1192,696,3,"31041","Custer",1.15274536118567
3395,3395,22721,696,NA,"31041","Custer",1.15274536118567
3396,3396,247,696,NA,"31041","Custer",1.15274536118567
3397,3397,44,1516,NA,"31113","Logan",1.08849606561011
3398,3398,26039,2414,1,"31033","Cheyenne",1.0024916625139
3399,3399,26658,606,1,"31105","Kimball",1.00306759941641
3400,3400,7,2414,4,"31033","Cheyenne",1.0024916625139
3401,3401,16409,2414,NA,"31033","Cheyenne",1.0024916625139
3402,3402,7089,606,NA,"31105","Kimball",1.00306759941641
3403,3403,38,2414,2,"31033","Cheyenne",1.0024916625139
3404,3404,7,606,3,"31105","Kimball",1.00306759941641
3405,3405,65,606,2,"31105","Kimball",1.00306759941641
3406,3406,25774,40,1,"31101","Keith",1.05370625209209
3407,3407,888,40,2,"31101","Keith",1.05370625209209
3408,3408,106,40,4,"31101","Keith",1.05370625209209
3409,3409,10958,40,NA,"31101","Keith",1.05370625209209
3410,3410,119,40,3,"31101","Keith",1.05370625209209
3411,3411,53376,1620,1,"08107","Routt",1.616504319059
3412,3412,457,1620,NA,"08107","Routt",1.616504319059
3413,3413,13875,1620,2,"08107","Routt",1.616504319059
3414,3414,66332,1495,1,"31111","Lincoln",1.08176313672355
3415,3415,835,1495,NA,"31111","Lincoln",1.08176313672355
3416,3416,2058,1620,NA,"08107","Routt",1.616504319059
3417,3417,6831,1620,4,"08107","Routt",1.616504319059
3418,3418,7092,1620,3,"08107","Routt",1.616504319059
3419,3419,3449,1495,2,"31111","Lincoln",1.08176313672355
3420,3420,204,1495,4,"31111","Lincoln",1.08176313672355
3421,3421,866,1495,3,"31111","Lincoln",1.08176313672355
3422,3422,19795,1495,NA,"31111","Lincoln",1.08176313672355
3423,3423,16,606,NA,"31105","Kimball",1.00306759941641
3424,3424,3211,2374,2,"08057","Jackson",1.12369573444342
3425,3425,50638,2374,1,"08057","Jackson",1.12369573444342
3426,3426,1273,2374,3,"08057","Jackson",1.12369573444342
3427,3427,369,2374,4,"08057","Jackson",1.12369573444342
3428,3428,519,2374,NA,"08057","Jackson",1.12369573444342
3429,3429,1578,2374,NA,"08057","Jackson",1.12369573444342
3430,3430,1585,40,NA,"31101","Keith",1.05370625209209
3431,3431,1,606,4,"31105","Kimball",1.00306759941641
3432,3432,3,2414,3,"31033","Cheyenne",1.0024916625139
3433,3433,7,2414,NA,"31033","Cheyenne",1.0024916625139
3434,3434,23750,1780,1,"08069","Larimer",2.31613822070414
3435,3435,29795,1780,2,"08069","Larimer",2.31613822070414
3436,3436,6855,2817,NA,"31049","Deuel",1.00136830102623
3437,3437,1480,1780,NA,"08069","Larimer",2.31613822070414
3438,3438,8758,2817,1,"31049","Deuel",1.00136830102623
3439,3439,13564,1780,3,"08069","Larimer",2.31613822070414
3440,3440,9239,1780,NA,"08069","Larimer",2.31613822070414
3441,3441,12,2817,2,"31049","Deuel",1.00136830102623
3442,3442,10853,1780,4,"08069","Larimer",2.31613822070414
3443,3443,29,2817,NA,"31049","Deuel",1.00136830102623
3444,3444,4891,1780,5,"08069","Larimer",2.31613822070414
3445,3445,97765,1728,1,"08123","Weld",1.12654362566797
3446,3446,30172,1728,NA,"08123","Weld",1.12654362566797
3447,3447,368,1728,3,"08123","Weld",1.12654362566797
3448,3448,13141,1728,2,"08123","Weld",1.12654362566797
3449,3449,71,1728,4,"08123","Weld",1.12654362566797
3450,3450,1191,1728,NA,"08123","Weld",1.12654362566797
3451,3451,47688,2410,1,"08075","Logan",1.00058685446009
3452,3452,17500,2410,NA,"08075","Logan",1.00058685446009
3453,3453,441,1620,5,"08107","Routt",1.616504319059
3454,3454,4,2410,3,"08075","Logan",1.00058685446009
3455,3455,20,2410,2,"08075","Logan",1.00058685446009
3456,3456,327,2410,NA,"08075","Logan",1.00058685446009
3457,3457,10750,103,1,"08115","Sedgwick",1.00046494327692
3458,3458,8653,103,NA,"08115","Sedgwick",1.00046494327692
3459,3459,114,103,NA,"08115","Sedgwick",1.00046494327692
3460,3460,11275,3053,1,"31135","Perkins",1.00035467281433
3461,3461,20143,3053,NA,"31135","Perkins",1.00035467281433
3462,3462,1,103,3,"08115","Sedgwick",1.00046494327692
3463,3463,3,103,2,"08115","Sedgwick",1.00046494327692
3464,3464,17155,1362,1,"31047","Dawson",1.03346356378461
3465,3465,18167,1362,NA,"31047","Dawson",1.03346356378461
3466,3466,445,1362,2,"31047","Dawson",1.03346356378461
3467,3467,37,1362,3,"31047","Dawson",1.03346356378461
3468,3468,24,1362,4,"31047","Dawson",1.03346356378461
3469,3469,401,1362,NA,"31047","Dawson",1.03346356378461
3470,3470,2,3053,2,"31135","Perkins",1.00035467281433
3471,3471,1,3053,3,"31135","Perkins",1.00035467281433
3472,3472,4,3053,NA,"31135","Perkins",1.00035467281433
3473,3473,9983,1376,1,"08095","Phillips",1
3474,3474,14454,1376,NA,"08095","Phillips",1
3475,3475,1279,3055,4,"08049","Grand",1.37663704396632
3476,3476,42601,3055,1,"08049","Grand",1.37663704396632
3477,3477,2726,3055,3,"08049","Grand",1.37663704396632
3478,3478,13258,3055,2,"08049","Grand",1.37663704396632
3479,3479,5422,3055,NA,"08049","Grand",1.37663704396632
3480,3480,1147,3055,NA,"08049","Grand",1.37663704396632
3481,3481,14603,2137,NA,"31029","Chase",1
3482,3482,17203,2137,1,"31029","Chase",1
3483,3483,7,1376,NA,"08095","Phillips",1
3484,3484,7800,1375,NA,"31085","Hayes",1.00673246990358
3485,3485,17419,1375,1,"31085","Hayes",1.00673246990358
3486,3486,98,1375,2,"31085","Hayes",1.00673246990358
3487,3487,10754,2893,NA,"31063","Frontier",1.01422278162366
3488,3488,23521,2893,1,"31063","Frontier",1.01422278162366
3489,3489,289,2893,2,"31063","Frontier",1.01422278162366
3490,3490,11825,996,NA,"08087","Morgan",1.00136320531057
3491,3491,33700,996,1,"08087","Morgan",1.00136320531057
3492,3492,25,2893,3,"31063","Frontier",1.01422278162366
3493,3493,230,2893,NA,"31063","Frontier",1.01422278162366
3494,3494,10,1375,3,"31085","Hayes",1.00673246990358
3495,3495,42,996,2,"08087","Morgan",1.00136320531057
3496,3496,8392,1306,1,"31073","Gosper",1.01177856301531
3497,3497,7707,1306,NA,"31073","Gosper",1.01177856301531
3498,3498,242,1306,NA,"31073","Gosper",1.01177856301531
3499,3499,96,1306,2,"31073","Gosper",1.01177856301531
3500,3500,13,1375,NA,"31085","Hayes",1.00673246990358
3501,3501,15748,41,NA,"31137","Phelps",1.00952664483477
3502,3502,3331,41,1,"31137","Phelps",1.00952664483477
3503,3503,400,996,NA,"08087","Morgan",1.00136320531057
3504,3504,95,41,NA,"31137","Phelps",1.00952664483477
3505,3505,24,41,2,"31137","Phelps",1.00952664483477
3506,3506,78,2137,NA,"31029","Chase",1
3507,3507,60950,2515,1,"08121","Washington",1
3508,3508,28597,2515,NA,"08121","Washington",1
3509,3509,2,1306,3,"31073","Gosper",1.01177856301531
3510,3510,132,2515,NA,"08121","Washington",1
3511,3511,5180,594,NA,"08013","Boulder",3.17254408060453
3512,3512,4814,594,2,"08013","Boulder",3.17254408060453
3513,3513,478,594,NA,"08013","Boulder",3.17254408060453
3514,3514,1461,594,1,"08013","Boulder",3.17254408060453
3515,3515,6366,594,3,"08013","Boulder",3.17254408060453
3516,3516,26205,2226,NA,"08125","Yuma",1.00038053066731
3517,3517,57798,2226,1,"08125","Yuma",1.00038053066731
3518,3518,4708,594,4,"08013","Boulder",3.17254408060453
3519,3519,3295,594,5,"08013","Boulder",3.17254408060453
3520,3520,137,2226,NA,"08125","Yuma",1.00038053066731
3521,3521,22602,361,1,"31057","Dundy",1.00030962491154
3522,3522,10076,361,NA,"31057","Dundy",1.00030962491154
3523,3523,8618,567,NA,"31087","Hitchcock",1.00156146777971
3524,3524,16626,567,1,"31087","Hitchcock",1.00156146777971
3525,3525,10,2226,2,"08125","Yuma",1.00038053066731
3526,3526,14960,1249,1,"31145","Red Willow",1.00166844634277
3527,3527,10481,1249,NA,"31145","Red Willow",1.00166844634277
3528,3528,23,1249,2,"31145","Red Willow",1.00166844634277
3529,3529,52,1249,NA,"31145","Red Willow",1.00166844634277
3530,3530,13571,2604,1,"31065","Furnas",1.00564309270795
3531,3531,11859,2604,NA,"31065","Furnas",1.00564309270795
3532,3532,4,41,3,"31137","Phelps",1.00952664483477
3533,3533,31000,612,2,"08037","Eagle",1.85510270153603
3534,3534,16901,612,1,"08037","Eagle",1.85510270153603
3535,3535,6549,612,3,"08037","Eagle",1.85510270153603
3536,3536,93,2604,NA,"31065","Furnas",1.00564309270795
3537,3537,8983,2479,1,"31083","Harlan",1.01242850857897
3538,3538,10512,2479,NA,"31083","Harlan",1.01242850857897
3539,3539,105,2479,2,"31083","Harlan",1.01242850857897
3540,3540,792,2479,NA,"31083","Harlan",1.01242850857897
3541,3541,4149,612,NA,"08037","Eagle",1.85510270153603
3542,3542,71,2604,2,"31065","Furnas",1.00564309270795
3543,3543,359,612,NA,"08037","Eagle",1.85510270153603
3544,3544,428,669,2,"08014","Broomfield",2.00181488203267
3545,3545,632,669,NA,"08014","Broomfield",2.00181488203267
3546,3546,64,669,1,"08014","Broomfield",2.00181488203267
3547,3547,24,567,2,"31087","Hitchcock",1.00156146777971
3548,3548,5376,496,1,"08117","Summit",1.7573533595039
3549,3549,1,1249,3,"31145","Red Willow",1.00166844634277
3550,3550,1148,612,4,"08037","Eagle",1.85510270153603
3551,3551,5,361,2,"31057","Dundy",1.00030962491154
3552,3552,423,496,NA,"08117","Summit",1.7573533595039
3553,3553,11116,496,2,"08117","Summit",1.7573533595039
3554,3554,4003,496,NA,"08117","Summit",1.7573533595039
3555,3555,53,669,3,"08014","Broomfield",2.00181488203267
3556,3556,2,996,3,"08087","Morgan",1.00136320531057
3557,3557,16886,1177,NA,"08001","Adams",1.23755328561087
3558,3558,5235,1177,2,"08001","Adams",1.23755328561087
3559,3559,1059,496,3,"08117","Summit",1.7573533595039
3560,3560,19308,1177,1,"08001","Adams",1.23755328561087
3561,3561,292,1177,NA,"08001","Adams",1.23755328561087
3562,3562,253,567,NA,"31087","Hitchcock",1.00156146777971
3563,3563,297,1177,3,"08001","Adams",1.23755328561087
3564,3564,225,2169,1,"08047","Gilpin",2.94795613160518
3565,3565,1162,2169,2,"08047","Gilpin",2.94795613160518
3566,3566,307,2169,NA,"08047","Gilpin",2.94795613160518
3567,3567,2435,2169,3,"08047","Gilpin",2.94795613160518
3568,3568,6,669,4,"08014","Broomfield",2.00181488203267
3569,3569,1035,2169,4,"08047","Gilpin",2.94795613160518
3570,3570,3,2604,3,"31065","Furnas",1.00564309270795
3571,3571,19,2169,NA,"08047","Gilpin",2.94795613160518
3572,3572,13,669,NA,"08014","Broomfield",2.00181488203267
3573,3573,158,2169,5,"08047","Gilpin",2.94795613160518
3574,3574,26,1177,4,"08001","Adams",1.23755328561087
3575,3575,4547,492,3,"08059","Jefferson",3.83312969104556
3576,3576,8735,492,4,"08059","Jefferson",3.83312969104556
3577,3577,6921,492,5,"08059","Jefferson",3.83312969104556
3578,3578,772,492,1,"08059","Jefferson",3.83312969104556
3579,3579,1941,492,2,"08059","Jefferson",3.83312969104556
3580,3580,4231,492,NA,"08059","Jefferson",3.83312969104556
3581,3581,34,361,NA,"31057","Dundy",1.00030962491154
3582,3582,6,2226,3,"08125","Yuma",1.00038053066731
3583,3583,361,492,NA,"08059","Jefferson",3.83312969104556
3584,3584,2056,2403,NA,"08019","Clear Creek",2.75359171399933
3585,3585,1671,2403,1,"08019","Clear Creek",2.75359171399933
3586,3586,3750,2403,2,"08019","Clear Creek",2.75359171399933
3587,3587,61,2403,NA,"08019","Clear Creek",2.75359171399933
3588,3588,1013,601,2,"08031","Denver",1.7724795640327
3589,3589,3962,601,NA,"08031","Denver",1.7724795640327
3590,3590,1,361,3,"31057","Dundy",1.00030962491154
3591,3591,3222,2403,3,"08019","Clear Creek",2.75359171399933
