"OID_","Value","Count","cntys_svi_wfp_metrics_clip_raster","whp2020_cls_conus","GEOID","NAME","weighted_wfhp"
13651,13651,2211,767,3,"45031","Darlington",2.84561532792926
13652,13652,5296,767,2,"45031","Darlington",2.84561532792926
13653,13653,5109,767,4,"45031","Darlington",2.84561532792926
13654,13654,165,767,NA,"45031","Darlington",2.84561532792926
13655,13655,531,672,1,"45069","Marlboro",3.0148896775189
13656,13656,1840,1322,NA,"45055","Kershaw",2.67910416579618
13657,13657,6374,767,NA,"45031","Darlington",2.84561532792926
13658,13658,3954,1322,2,"45055","Kershaw",2.67910416579618
13659,13659,2200,2599,1,"45033","Dillon",2.5393982087149
13660,13660,3910,1322,4,"45055","Kershaw",2.67910416579618
13661,13661,165,1810,NA,"13281","Towns",1.1990093755528
13662,13662,954,767,1,"45031","Darlington",2.84561532792926
13663,13663,12421,936,3,"45059","Laurens",2.32223512711318
13664,13664,5896,936,2,"45059","Laurens",2.32223512711318
13665,13665,4930,936,1,"45059","Laurens",2.32223512711318
13666,13666,4670,1056,1,"45007","Anderson",2.13714468512933
13667,13667,440,936,NA,"45059","Laurens",2.32223512711318
13668,13668,3500,1056,NA,"45007","Anderson",2.13714468512933
13669,13669,7671,1056,3,"45007","Anderson",2.13714468512933
13670,13670,9541,1056,2,"45007","Anderson",2.13714468512933
13671,13671,1992,936,NA,"45059","Laurens",2.32223512711318
13672,13672,1458,1056,NA,"45007","Anderson",2.13714468512933
13673,13673,517,1322,NA,"45055","Kershaw",2.67910416579618
13674,13674,5283,2128,2,"45051","Horry",2.36464886378226
13675,13675,10850,2128,1,"45051","Horry",2.36464886378226
13676,13676,7840,2128,3,"45051","Horry",2.36464886378226
13677,13677,18664,2413,3,"45039","Fairfield",2.69050698396275
13678,13678,914,2413,NA,"45039","Fairfield",2.69050698396275
13679,13679,7178,2128,4,"45051","Horry",2.36464886378226
13680,13680,1885,2413,2,"45039","Fairfield",2.69050698396275
13681,13681,1109,2413,NA,"45039","Fairfield",2.69050698396275
13682,13682,2647,2413,1,"45039","Fairfield",2.69050698396275
13683,13683,9110,2128,NA,"45051","Horry",2.36464886378226
13684,13684,2862,1822,NA,"45067","Marion",2.18804714965189
13685,13685,2736,1822,3,"45067","Marion",2.18804714965189
13686,13686,2390,1822,4,"45067","Marion",2.18804714965189
13687,13687,4593,1822,2,"45067","Marion",2.18804714965189
13688,13688,4788,1822,1,"45067","Marion",2.18804714965189
13689,13689,2429,638,3,"13137","Habersham",1.7675418741512
13690,13690,4579,638,1,"13137","Habersham",1.7675418741512
13691,13691,1780,638,2,"13137","Habersham",1.7675418741512
13692,13692,184,1822,NA,"45067","Marion",2.18804714965189
13693,13693,1028,638,NA,"13137","Habersham",1.7675418741512
13694,13694,50,638,NA,"13137","Habersham",1.7675418741512
13695,13695,440,2128,NA,"45051","Horry",2.36464886378226
13696,13696,7439,1431,2,"45041","Florence",2.91429935545476
13697,13697,3700,1285,1,"13311","White",1.91691880988401
13698,13698,3824,1431,3,"45041","Florence",2.91429935545476
13699,13699,8292,1431,4,"45041","Florence",2.91429935545476
13700,13700,1357,1431,1,"45041","Florence",2.91429935545476
13701,13701,639,1285,NA,"13311","White",1.91691880988401
13702,13702,2233,1285,3,"13311","White",1.91691880988401
13703,13703,4329,2316,4,"45061","Lee",3.02057318321392
13704,13704,169,1431,NA,"45041","Florence",2.91429935545476
13705,13705,3542,2316,2,"45061","Lee",3.02057318321392
13706,13706,1606,2316,3,"45061","Lee",3.02057318321392
13707,13707,7460,1431,NA,"45041","Florence",2.91429935545476
13708,13708,4822,2316,NA,"45061","Lee",3.02057318321392
13709,13709,404,1285,4,"13311","White",1.91691880988401
13710,13710,48,638,4,"13137","Habersham",1.7675418741512
13711,13711,1595,1285,2,"13311","White",1.91691880988401
13712,13712,14711,952,3,"45071","Newberry",2.5990319268567
13713,13713,293,2316,1,"45061","Lee",3.02057318321392
13714,13714,1917,952,NA,"45071","Newberry",2.5990319268567
13715,13715,2459,952,1,"45071","Newberry",2.5990319268567
13716,13716,35,1285,NA,"13311","White",1.91691880988401
13717,13717,3283,952,2,"45071","Newberry",2.5990319268567
13718,13718,623,952,NA,"45071","Newberry",2.5990319268567
13719,13719,29,2316,NA,"45061","Lee",3.02057318321392
13720,13720,137,1555,NA,"13257","Stephens",1.86388888888889
13721,13721,1960,1555,3,"13257","Stephens",1.86388888888889
13722,13722,2760,1555,1,"13257","Stephens",1.86388888888889
13723,13723,1032,1555,2,"13257","Stephens",1.86388888888889
13724,13724,637,1555,NA,"13257","Stephens",1.86388888888889
13725,13725,8,1555,4,"13257","Stephens",1.86388888888889
13726,13726,2948,2122,1,"45001","Abbeville",2.38848263254113
13727,13727,1052,2122,NA,"45001","Abbeville",2.38848263254113
13728,13728,9323,2122,3,"45001","Abbeville",2.38848263254113
13729,13729,731,2122,NA,"45001","Abbeville",2.38848263254113
13730,13730,4139,2122,2,"45001","Abbeville",2.38848263254113
13731,13731,5,2128,5,"45051","Horry",2.36464886378226
13732,13732,8114,2686,3,"45079","Richland",2.53401612753731
13733,13733,4501,2686,1,"45079","Richland",2.53401612753731
13734,13734,119,191,NA,"13119","Franklin",1.91945669009889
13735,13735,5277,2686,NA,"45079","Richland",2.53401612753731
13736,13736,2918,191,1,"13119","Franklin",1.91945669009889
13737,13737,5008,2686,2,"45079","Richland",2.53401612753731
13738,13738,2226,191,3,"13119","Franklin",1.91945669009889
13739,13739,980,191,NA,"13119","Franklin",1.91945669009889
13740,13740,3241,191,2,"13119","Franklin",1.91945669009889
13741,13741,856,420,NA,"13147","Hart",2.01532033426184
13742,13742,2001,420,1,"13147","Hart",2.01532033426184
13743,13743,2111,420,3,"13147","Hart",2.01532033426184
13744,13744,3435,622,2,"45047","Greenwood",2.49337210875152
13745,13745,1368,622,NA,"45047","Greenwood",2.49337210875152
13746,13746,2028,622,1,"45047","Greenwood",2.49337210875152
13747,13747,318,622,NA,"45047","Greenwood",2.49337210875152
13748,13748,566,2686,NA,"45079","Richland",2.53401612753731
13749,13749,3068,420,2,"13147","Hart",2.01532033426184
13750,13750,1076,420,NA,"13147","Hart",2.01532033426184
13751,13751,9323,622,3,"45047","Greenwood",2.49337210875152
13752,13752,8,191,4,"13119","Franklin",1.91945669009889
13753,13753,2222,1562,1,"45085","Sumter",2.75074420582607
13754,13754,2850,1562,3,"45085","Sumter",2.75074420582607
13755,13755,5255,1562,NA,"45085","Sumter",2.75074420582607
13756,13756,6710,1562,4,"45085","Sumter",2.75074420582607
13757,13757,7005,1562,2,"45085","Sumter",2.75074420582607
13758,13758,2012,1643,2,"13011","Banks",1.80033973605122
13759,13759,3590,1643,1,"13011","Banks",1.80033973605122
13760,13760,2040,1643,3,"13011","Banks",1.80033973605122
13761,13761,62,1643,NA,"13011","Banks",1.80033973605122
13762,13762,606,1643,NA,"13011","Banks",1.80033973605122
13763,13763,163,1562,NA,"45085","Sumter",2.75074420582607
13764,13764,33,1431,5,"45041","Florence",2.91429935545476
13765,13765,11,1643,4,"13011","Banks",1.80033973605122
13766,13766,3955,2686,4,"45079","Richland",2.53401612753731
13767,13767,1043,985,1,"45063","Lexington",3.11624093032502
13768,13768,4390,985,3,"45063","Lexington",3.11624093032502
13769,13769,5132,985,2,"45063","Lexington",3.11624093032502
13770,13770,4697,985,NA,"45063","Lexington",3.11624093032502
13771,13771,2098,985,NA,"45063","Lexington",3.11624093032502
13772,13772,9072,290,3,"45081","Saluda",2.50343990287333
13773,13773,25,1562,5,"45085","Sumter",2.75074420582607
13774,13774,298,290,NA,"45081","Saluda",2.50343990287333
13775,13775,4146,290,2,"45081","Saluda",2.50343990287333
13776,13776,1608,290,1,"45081","Saluda",2.50343990287333
13777,13777,1275,290,NA,"45081","Saluda",2.50343990287333
13778,13778,6444,2323,4,"45027","Clarendon",3.01380862582882
13779,13779,6297,2323,2,"45027","Clarendon",3.01380862582882
13780,13780,3658,2323,3,"45027","Clarendon",3.01380862582882
13781,13781,40,2323,5,"45027","Clarendon",3.01380862582882
13782,13782,841,1749,NA,"13105","Elbert",2.28755516328332
13783,13783,5457,2323,NA,"45027","Clarendon",3.01380862582882
13784,13784,6014,1749,3,"13105","Elbert",2.28755516328332
13785,13785,2756,1749,1,"13105","Elbert",2.28755516328332
13786,13786,1115,1749,NA,"13105","Elbert",2.28755516328332
13787,13787,2560,1749,2,"13105","Elbert",2.28755516328332
13788,13788,9557,985,4,"45063","Lexington",3.11624093032502
13789,13789,9982,405,2,"45089","Williamsburg",3.14246774486644
13790,13790,5697,405,NA,"45089","Williamsburg",3.14246774486644
13791,13791,4042,405,3,"45089","Williamsburg",3.14246774486644
13792,13792,12520,405,4,"45089","Williamsburg",3.14246774486644
13793,13793,140,405,1,"45089","Williamsburg",3.14246774486644
13794,13794,80,405,NA,"45089","Williamsburg",3.14246774486644
13795,13795,3191,2372,2,"13195","Madison",2.0119656260198
13796,13796,3561,2971,2,"45043","Georgetown",3.27822580645161
13797,13797,4079,2971,1,"45043","Georgetown",3.27822580645161
13798,13798,2946,2372,1,"13195","Madison",2.0119656260198
13799,13799,12800,2971,4,"45043","Georgetown",3.27822580645161
13800,13800,3799,2971,3,"45043","Georgetown",3.27822580645161
13801,13801,877,2372,NA,"13195","Madison",2.0119656260198
13802,13802,1442,2971,NA,"45043","Georgetown",3.27822580645161
13803,13803,3056,2372,3,"13195","Madison",2.0119656260198
13804,13804,1989,2971,NA,"45043","Georgetown",3.27822580645161
13805,13805,1302,2745,NA,"13157","Jackson",1.92453004907862
13806,13806,3936,2745,2,"13157","Jackson",1.92453004907862
13807,13807,3839,2745,1,"13157","Jackson",1.92453004907862
13808,13808,79,2372,NA,"13195","Madison",2.0119656260198
13809,13809,2823,2323,NA,"45027","Clarendon",3.01380862582882
13810,13810,3024,2745,3,"13157","Jackson",1.92453004907862
13811,13811,831,405,5,"45089","Williamsburg",3.14246774486644
13812,13812,90,2745,NA,"13157","Jackson",1.92453004907862
13813,13813,3289,2971,5,"45043","Georgetown",3.27822580645161
13814,13814,1041,2658,1,"45065","McCormick",2.72630799605133
13815,13815,9870,2658,3,"45065","McCormick",2.72630799605133
13816,13816,1245,2658,2,"45065","McCormick",2.72630799605133
13817,13817,678,2658,NA,"45065","McCormick",2.72630799605133
13818,13818,2756,2915,2,"45017","Calhoun",2.86472699792178
13819,13819,4910,2915,4,"45017","Calhoun",2.86472699792178
13820,13820,3080,2915,NA,"45017","Calhoun",2.86472699792178
13821,13821,1127,2915,3,"45017","Calhoun",2.86472699792178
13822,13822,288,2915,NA,"45017","Calhoun",2.86472699792178
13823,13823,1160,2658,NA,"45065","McCormick",2.72630799605133
13824,13824,12347,1904,3,"45037","Edgefield",2.67519090747647
13825,13825,2771,1904,2,"45037","Edgefield",2.67519090747647
13826,13826,1497,1904,1,"45037","Edgefield",2.67519090747647
13827,13827,905,1904,NA,"45037","Edgefield",2.67519090747647
13828,13828,1793,2915,1,"45017","Calhoun",2.86472699792178
13829,13829,212,1904,NA,"45037","Edgefield",2.67519090747647
13830,13830,2875,928,1,"45003","Aiken",3.17087384327047
13831,13831,3511,2140,1,"13221","Oglethorpe",2.33415317346451
13832,13832,8402,2140,3,"13221","Oglethorpe",2.33415317346451
13833,13833,2724,2140,2,"13221","Oglethorpe",2.33415317346451
13834,13834,86,2140,NA,"13221","Oglethorpe",2.33415317346451
13835,13835,7426,928,3,"45003","Aiken",3.17087384327047
13836,13836,6131,928,2,"45003","Aiken",3.17087384327047
13837,13837,2085,443,2,"13013","Barrow",2.01822420004238
13838,13838,981,2140,NA,"13221","Oglethorpe",2.33415317346451
13839,13839,3930,928,NA,"45003","Aiken",3.17087384327047
13840,13840,298,928,NA,"45003","Aiken",3.17087384327047
13841,13841,1360,443,3,"13013","Barrow",2.01822420004238
13842,13842,1031,443,NA,"13013","Barrow",2.01822420004238
13843,13843,10840,2761,3,"13317","Wilkes",2.56320313487549
13844,13844,1929,2761,1,"13317","Wilkes",2.56320313487549
13845,13845,113,2761,NA,"13317","Wilkes",2.56320313487549
13846,13846,3053,2761,2,"13317","Wilkes",2.56320313487549
13847,13847,17716,928,4,"45003","Aiken",3.17087384327047
13848,13848,1244,304,2,"13181","Lincoln",2.59230442778328
13849,13849,1488,304,NA,"13181","Lincoln",2.59230442778328
13850,13850,819,304,1,"13181","Lincoln",2.59230442778328
13851,13851,5006,304,3,"13181","Lincoln",2.59230442778328
13852,13852,1274,443,1,"13013","Barrow",2.01822420004238
13853,13853,584,304,NA,"13181","Lincoln",2.59230442778328
13854,13854,907,2761,NA,"13317","Wilkes",2.56320313487549
13855,13855,1073,1077,1,"13059","Clarke",2.05047318611987
13856,13856,1233,1077,3,"13059","Clarke",2.05047318611987
13857,13857,864,1077,2,"13059","Clarke",2.05047318611987
13858,13858,1095,1077,NA,"13059","Clarke",2.05047318611987
13859,13859,37,1077,NA,"13059","Clarke",2.05047318611987
13860,13860,39,443,NA,"13013","Barrow",2.01822420004238
13861,13861,278,1904,4,"45037","Edgefield",2.67519090747647
13862,13862,4443,1566,3,"45075","Orangeburg",2.89466373796757
13863,13863,13255,1566,4,"45075","Orangeburg",2.89466373796757
13864,13864,8418,1566,NA,"45075","Orangeburg",2.89466373796757
13865,13865,9916,1566,2,"45075","Orangeburg",2.89466373796757
13866,13866,692,1566,NA,"45075","Orangeburg",2.89466373796757
13867,13867,1905,2285,2,"13219","Oconee",2.06950330564502
13868,13868,2202,2285,3,"13219","Oconee",2.06950330564502
13869,13869,1792,2285,1,"13219","Oconee",2.06950330564502
13870,13870,660,2285,NA,"13219","Oconee",2.06950330564502
13871,13871,3322,1566,1,"45075","Orangeburg",2.89466373796757
13872,13872,10525,544,2,"45015","Berkeley",3.05456123223777
13873,13873,17105,544,4,"45015","Berkeley",3.05456123223777
13874,13874,5708,544,3,"45015","Berkeley",3.05456123223777
13875,13875,4389,544,NA,"45015","Berkeley",3.05456123223777
13876,13876,2571,544,NA,"45015","Berkeley",3.05456123223777
13877,13877,60,2285,NA,"13219","Oconee",2.06950330564502
13878,13878,627,544,5,"45015","Berkeley",3.05456123223777
13879,13879,2347,379,1,"13297","Walton",2.19953120421916
13880,13880,4390,379,3,"13297","Walton",2.19953120421916
13881,13881,3502,379,2,"13297","Walton",2.19953120421916
13882,13882,1367,379,NA,"13297","Walton",2.19953120421916
13883,13883,122,379,NA,"13297","Walton",2.19953120421916
13884,13884,664,102,NA,"13073","Columbia",2.84509582863585
13885,13885,1263,102,2,"13073","Columbia",2.84509582863585
13886,13886,5561,102,3,"13073","Columbia",2.84509582863585
13887,13887,1390,102,NA,"13073","Columbia",2.84509582863585
13888,13888,3019,1402,1,"13211","Morgan",2.19346931629169
13889,13889,5229,1402,3,"13211","Morgan",2.19346931629169
13890,13890,3175,1402,2,"13211","Morgan",2.19346931629169
13891,13891,719,102,1,"13073","Columbia",2.84509582863585
13892,13892,932,1402,NA,"13211","Morgan",2.19346931629169
13893,13893,4962,193,3,"13265","Taliaferro",2.62353478459431
13894,13894,866,193,1,"13265","Taliaferro",2.62353478459431
13895,13895,22,1566,5,"45075","Orangeburg",2.89466373796757
13896,13896,2252,2180,1,"13133","Greene",2.50042898369862
13897,13897,8668,2180,3,"13133","Greene",2.50042898369862
13898,13898,241,1402,NA,"13211","Morgan",2.19346931629169
13899,13899,1901,2180,2,"13133","Greene",2.50042898369862
13900,13900,355,193,NA,"13265","Taliaferro",2.62353478459431
13901,13901,902,2180,NA,"13133","Greene",2.50042898369862
13902,13902,741,193,2,"13265","Taliaferro",2.62353478459431
13903,13903,250,15,NA,"13189","McDuffie",2.79690249912003
13904,13904,692,15,NA,"13189","McDuffie",2.79690249912003
13905,13905,4358,15,3,"13189","McDuffie",2.79690249912003
13906,13906,1784,15,2,"13189","McDuffie",2.79690249912003
13907,13907,2911,544,1,"45015","Berkeley",3.05456123223777
13908,13908,776,15,1,"13189","McDuffie",2.79690249912003
13909,13909,711,2180,NA,"13133","Greene",2.50042898369862
13910,13910,10572,2957,3,"45011","Barnwell",2.38562833465774
13911,13911,3112,2957,2,"45011","Barnwell",2.38562833465774
13912,13912,3882,2957,1,"45011","Barnwell",2.38562833465774
13913,13913,52,2957,4,"45011","Barnwell",2.38562833465774
13914,13914,1947,2957,NA,"45011","Barnwell",2.38562833465774
13915,13915,10275,1864,1,"45019","Charleston",2.55871764100806
13916,13916,6980,1864,3,"45019","Charleston",2.55871764100806
13917,13917,3529,1864,2,"45019","Charleston",2.55871764100806
13918,13918,3674,1864,NA,"45019","Charleston",2.55871764100806
13919,13919,5553,1864,4,"45019","Charleston",2.55871764100806
13920,13920,15,193,NA,"13265","Taliaferro",2.62353478459431
13921,13921,230,2957,NA,"45011","Barnwell",2.38562833465774
13922,13922,1240,1615,1,"13245","Richmond",2.80328253223916
13923,13923,191,1615,NA,"13245","Richmond",2.80328253223916
13924,13924,3408,1615,4,"13245","Richmond",2.80328253223916
13925,13925,3270,681,1,"45009","Bamberg",2.40098885443727
13926,13926,2956,1615,NA,"13245","Richmond",2.80328253223916
13927,13927,2606,1615,2,"13245","Richmond",2.80328253223916
13928,13928,2684,681,2,"45009","Bamberg",2.40098885443727
13929,13929,6111,2194,3,"13301","Warren",2.64311788705175
13930,13930,1327,102,4,"13073","Columbia",2.84509582863585
13931,13931,3903,681,3,"45009","Bamberg",2.40098885443727
13932,13932,1606,2194,2,"13301","Warren",2.64311788705175
13933,13933,785,2194,NA,"13301","Warren",2.64311788705175
13934,13934,1105,2194,1,"13301","Warren",2.64311788705175
13935,13935,1276,1615,3,"13245","Richmond",2.80328253223916
13936,13936,2076,681,4,"45009","Bamberg",2.40098885443727
13937,13937,2828,1864,5,"45019","Charleston",2.55871764100806
13938,13938,2041,2676,1,"13217","Newton",2.24672007430628
13939,13939,6334,537,2,"45035","Dorchester",2.90182764669269
13940,13940,7423,537,4,"45035","Dorchester",2.90182764669269
13941,13941,3551,1864,NA,"45019","Charleston",2.55871764100806
13942,13942,4166,2676,3,"13217","Newton",2.24672007430628
13943,13943,86,2194,NA,"13301","Warren",2.64311788705175
13944,13944,1109,2676,NA,"13217","Newton",2.24672007430628
13945,13945,2406,2676,2,"13217","Newton",2.24672007430628
13946,13946,196,2676,NA,"13217","Newton",2.24672007430628
13947,13947,2500,537,3,"45035","Dorchester",2.90182764669269
13948,13948,2096,681,NA,"45009","Bamberg",2.40098885443727
13949,13949,2493,537,NA,"45035","Dorchester",2.90182764669269
13950,13950,28,681,NA,"45009","Bamberg",2.40098885443727
13951,13951,136,537,NA,"45035","Dorchester",2.90182764669269
13952,13952,1605,15,4,"13189","McDuffie",2.79690249912003
13953,13953,2,537,5,"45035","Dorchester",2.90182764669269
13954,13954,10988,736,3,"13141","Hancock",2.49138093148624
13955,13955,804,736,NA,"13141","Hancock",2.49138093148624
13956,13956,3249,736,1,"13141","Hancock",2.49138093148624
13957,13957,1666,736,2,"13141","Hancock",2.49138093148624
13958,13958,10754,1948,2,"45029","Colleton",2.93138302480723
13959,13959,15066,1948,4,"45029","Colleton",2.93138302480723
13960,13960,692,2540,NA,"13237","Putnam",2.4919440509915
13961,13961,1950,1109,2,"13159","Jasper",2.42504607002644
13962,13962,7573,2540,3,"13237","Putnam",2.4919440509915
13963,13963,2016,2540,1,"13237","Putnam",2.4919440509915
13964,13964,5101,1948,3,"45029","Colleton",2.93138302480723
